,fastica0,fastica1,M
170,-0.5583621090871669,-0.410898096587606,4
171,-0.9908323449102845,-0.4067850509457928,4
172,-1.2368541471239651,-0.41147968580733557,4
173,-1.5385582064310672,-0.37772846129887583,4
174,1.3261503383007676,1.4764642439941122,4
175,0.4347989027982289,1.3765717781421,4
176,0.2693698785865259,1.3901435117974195,4
177,-0.1428501135569291,1.3988462790343845,4
178,-0.5523649639178594,1.3570959130426814,4
179,-0.928424092185737,1.3739945469790569,4
180,-1.0034509567084966,1.408055947382902,4
181,-1.478952460634212,1.402415947895899,4
182,1.6703809537081302,-1.3899070805422906,5
183,0.48974261019328824,-1.555366479311376,5
184,0.2067907813782745,-1.5684313117509316,5
185,0.011535969495967923,-1.5105533449957134,5
186,-0.4883810405539056,-1.5727933777359422,5
187,-0.6745956364673179,-1.5128664443058717,5
188,-0.8219442287412322,-1.4951967773008474,5
189,-1.152802277164638,-1.468053309990209,5
190,1.3752484679685482,0.3098358407659958,5
191,0.8364654522605728,0.28985307455502507,5
192,0.7523983717689186,0.32186550828401733,5
193,0.24977622292883594,0.31007860945066573,5
194,-0.0702408950980201,0.2886129215748795,5
195,-0.5990792704745477,0.2708841099931612,5
196,-0.7666781064281248,0.2839640554030335,5
197,-1.2219293636818616,0.2829137781893916,5
198,0.7499603453872539,-0.9075098281176708,5
199,-0.2100828734221514,-0.9208387931925319,5
200,-0.4387934094161147,-0.9216098262611807,5
201,-1.0978043694913213,-0.9177760254425693,5
202,-1.1728312340140812,-0.8837146250387246,5
203,0.6993597819975182,0.7965900464966476,5
204,0.5267886243820595,0.8085430142527892,5
205,0.026697250300617932,0.7973297160015317,5
206,-0.17706244952853634,0.8022137947119936,5
207,-0.6123351932530575,0.8056916508413112,5
208,-0.781199416585955,0.8184847959601365,5
209,-1.2392531837596996,0.816799329338211,5
210,-1.5062943953711145,0.8073406413247048,5
211,0.820333548226754,-0.30268147641766063,5
212,0.5554621483572134,-0.3116483761857198,5
213,0.007638919672658999,-0.33368010839333423,5
214,-0.27404752273674554,-0.3464581413242633,5
215,-0.6694524703217324,-0.33394424102863995,5
216,-0.8529619264712242,-0.3244704407230259,5
217,-1.3555840783036222,-0.3362573402345863,5
218,0.8533539711466575,1.420371110704444,5
219,0.23320901471094854,1.381947645098009,5
220,-0.06782324604185377,1.3647848793087485,5
221,-0.5794856118245423,1.3509490130181239,5
222,-0.8262765797562942,1.3460800465997698,5
223,-1.0486520365529683,1.3978111140086389,5
224,-1.3587245162669805,1.378599380866317,5
225,0.7003727142494628,-1.5586933795924325,1
226,-0.003839322677900205,-1.5651044114698751,1
227,-0.6101461044695086,-1.549325199145388,1
228,-1.1500971374007176,-1.5185064431146655,1
229,0.614069620157004,0.18838076319186298,1
230,-0.05551867543546871,0.18981720889659376,1
231,-0.7026869076031697,0.19633516569412957,1
232,-1.4000285432958275,0.19148131156788364,1
233,0.5553178533838706,-1.002691839649856,1
234,-0.06066183858873862,-0.989104993702429,1
235,-0.5924770778950027,-0.9564422590554655,1
236,-1.296689117814681,-0.9628532916111171,1
237,0.39361879244351416,0.7272937928575632,1
238,-0.1653170967880371,0.7538096275841807,1
239,-0.7429661111245909,0.7760841283722533,1
240,-1.3206151274797486,0.7983586292645378,1
241,0.6060735047372107,-0.40230980973857894,1
242,-0.052937455337996105,-0.3984760089199677,1
243,-0.5130636620789237,-0.3495649413588117,1
244,-1.1539941902163418,-0.3416332071904952,1
245,0.23861929124647419,1.281041378170887,1
246,-0.40448104863281803,1.2884813240937565,1
247,-0.8674097623014377,1.3367572029248378,1
248,-1.6055154841987325,1.373730414447963,1
249,2.5509118331473015,-1.0882020815142432,2
250,1.3675683528608553,-1.2032083464806633,2
251,0.21134552249969524,-1.3120677115267376,2
252,-0.778718223318776,-1.3832670877847597,2
253,2.3281010751588744,0.6279325731928638,2
254,0.9549130595256472,0.46989800805453963,2
255,-0.16514890695993553,0.3692345097078757,2
256,-0.9688033195451359,0.34028484440705475,2
257,1.0211668214617684,-0.8460408285503025,2
258,0.3711960803477711,-0.8401580603786298,2
259,-0.50478005796998,-0.8854994591824832,2
260,2.4373402786455576,1.1905036577896189,2
261,1.0279913991367524,1.0242732259518845,2
262,0.22433698857015594,0.9953235605468518,2
263,-0.760121740400616,0.9253945624271882,2
264,2.585880783971176,0.04641388798488074,2
265,2.0353524155227007,0.07483528890172288,2
266,1.041853469609323,0.002857323324786067,2
267,-0.28613346318711763,-0.14493240776106628,2
268,2.34498959404496,1.7584506093422827,2
269,1.152605897789618,1.64139537770101,2
270,0.2314286796273958,1.585809145522894,2
271,-0.9519148006590512,1.470802880556474,2
272,0.8630966016895607,-1.5218119794450862,3
273,0.22216607355214263,-1.5138802452767697,3
274,-0.41469655526734345,-1.5050265215133343,3
275,-1.0007530924055776,-1.4846575868112746,3
276,0.6258353511967136,0.29317997551429026,3
277,-0.27700835994570877,0.24174903620152147,3
278,-0.8832964896611976,0.25753247658434997,3
279,1.4514672455430115,-0.8506456624375627,3
280,0.48508894551771325,-0.9164767278857299,3
281,-0.19200244148436277,-0.9167408598428267,3
282,-0.959495990193986,-0.9374946584442374,3
283,0.8824231469573105,0.8380813931060211,3
284,0.18725132300652628,0.8337193272252221,3
285,-0.8424084837901129,0.753545495627084,3
286,-1.3025346955419599,0.8024565626142429,3
287,0.8718697042761991,-0.23993454324408872,3
288,-0.07642816179270641,-0.30166767544676265,3
289,-0.7354391188755978,-0.29783387394994243,3
290,1.6217723225180438,1.5945332767104947,3
291,0.3841875464182314,1.4672332116949593,3
292,-0.5189092398062026,1.4157449128665482,3
293,-1.3496843002980863,1.3806483475411695,3
294,0.9688740535523722,-1.4467712462223987,4
295,0.14713920902938293,-1.4798188448729248,4
296,-0.620354340653952,-1.5005726442567564,4
297,-1.0171990376312232,-1.4373188098674203,4
298,0.6029569596100072,0.2369283301260949,4
299,-0.3224625148721922,0.2314468433116163,4
300,-0.950284929741388,0.24234953385411603,4
301,1.2046762776112598,-0.8555146288559166,4
302,0.5547055364972627,-0.8496318606842439,4
303,-0.3212706018204884,-0.8949732594880973,4
304,-1.0074022098023783,-0.8972863586940437,4
305,0.2582872850791501,0.6966208808827555,4
306,-0.3813778526866319,0.7048394160203278,4
307,-0.9767463359442071,0.7230977957953424,4
308,0.5663800715843517,-0.4623725875072235,4
309,-0.10447361138744155,-0.46122294209353965,4
310,-0.7481092742778609,-0.40283807422676965,4
311,-1.4301729849604223,-0.4042291837333853,4
312,0.7539115984811353,1.3978324779592746,4
313,0.05873977453035123,1.3934704120784756,4
314,-0.6906733402228793,1.3768145467225583,4
315,-1.2773625725469318,1.39704008093999,4
316,1.0710215659818147,-1.474685746601686,5
317,0.0775226180498334,-1.546663712074411,5
318,-0.29220142900215107,-1.477262977764729,5
319,-0.951212389077358,-1.473429176946118,5
320,1.1374977160056907,0.3070158410224944,5
321,0.48318734841563005,0.31191503202506443,5
322,-0.3794089504494787,0.2696061763869575,5
323,-1.0281143041841552,0.27577574484967715,5
324,0.20304154106525302,-0.9293365723708854,5
325,-0.8419731855906754,-0.9108580923493629,5
326,0.9639594496980078,0.8054953581167258,5
327,0.248537382067561,0.7965435706407747,5
328,-0.3409543551655794,0.8161339160239199,5
329,-1.065688367941656,0.8050715744033444,5
330,1.1484864568862392,-0.2793718106038425,5
331,0.23634945267430682,-0.3329090760028943,5
332,-0.4678625822344521,-0.3393201079845488,5
333,-1.0907126784340817,-0.3272904404665273,5
334,0.5161608465182779,1.3950124782157733,5
335,-0.30557399800471136,1.3619648795652473,5
336,-0.8289817165278994,1.396533180402435,5
337,-1.5241535404786837,1.392171114521636,5
